지점,지점명,일시,평균기온(°C),최고기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),최심적설(cm),최심신적설(cm)
271,봉화,2020-01,.9,13,60.7,44.8,,
271,봉화,2020-02,1.8,16.4,51.8,21.7,,
271,봉화,2020-03,6.2,20.5,17.1,7.7,,
271,봉화,2020-04,8.7,24.7,30.1,13.1,,
271,봉화,2020-05,15.8,28.4,114.8,38.5,,
271,봉화,2020-06,20.8,32.8,115.3,38.1,,
271,봉화,2020-07,20.6,28.8,272.5,62.6,,
271,봉화,2020-08,23.9,31.7,434.9,151.2,,
271,봉화,2020-09,17.6,26.6,153.5,55.2,,
271,봉화,2020-10,10.8,21.6,1.4,1.1,,
271,봉화,2020-11,6,19.9,40.4,35.8,,
271,봉화,2020-12,-3.4,9,4.8,4.8,,
271,봉화,2021-01,-4.5,10.2,12.3,5.7,,
271,봉화,2021-02,.3,19.5,11.6,8.1,,
271,봉화,2021-03,5.9,19.8,97.6,59.4,,
271,봉화,2021-04,9.7,25.1,92.3,40.1,,
271,봉화,2021-05,13,26.1,191.6,93.7,,
271,봉화,2021-06,18.1,27.4,70.7,24.3,,
271,봉화,2021-07,22.2,31.2,176.9,44,,
271,봉화,2021-08,20.7,30.9,228.2,50.4,,
271,봉화,2021-09,17.3,26.1,159.6,77.1,,
271,봉화,2021-10,11.3,25.5,41.6,15.5,,
271,봉화,2021-11,5.6,18.5,43.9,21.8,,
271,봉화,2021-12,.2,12.8,2.8,1.7,,
272,영주,2020-01,1.4,12.7,67.6,58.4,,
272,영주,2020-02,2.1,15.8,62.1,31.1,,
272,영주,2020-03,7.2,22.7,16.1,7,,
272,영주,2020-04,10.3,25.3,26.2,14.9,,
272,영주,2020-05,17.1,30,147.2,57.2,,
272,영주,2020-06,22.5,33.5,142.3,50,,
272,영주,2020-07,21.7,30.4,445.9,92.9,,
272,영주,2020-08,25,33,437.1,72.2,,
272,영주,2020-09,18.7,27.4,108.3,35.8,,
272,영주,2020-10,12.1,23.8,1.2,1.1,,
272,영주,2020-11,6.9,19.9,40.1,32,,
272,영주,2020-12,-1.2,9.9,5.8,5.8,,
272,영주,2021-01,-3,11.7,11.4,5,,
272,영주,2021-02,1.9,21.6,8.2,7.1,,
272,영주,2021-03,8,21.7,144.2,77,,
272,영주,2021-04,12.3,27.3,118.8,51.8,,
272,영주,2021-05,15.5,28.4,153.3,64.9,,
272,영주,2021-06,20.9,30.5,74.2,25.6,,
272,영주,2021-07,25,34.1,272.6,67.2,,
272,영주,2021-08,23.2,34.4,270.3,59.1,,
272,영주,2021-09,19.4,28.8,199.9,111,,
272,영주,2021-10,13.3,27.6,43.5,15.6,,
272,영주,2021-11,6.6,19.9,47.7,22.8,,
272,영주,2021-12,.4,13.3,2.4,1.1,,
273,문경,2020-01,2,11.8,61.5,43.5,,
273,문경,2020-02,2.5,15.8,71.8,39.1,,
273,문경,2020-03,7.6,23.4,15.4,6.6,,
273,문경,2020-04,10.9,26.5,28.7,16,,
273,문경,2020-05,17.4,30.6,129.3,44.5,,
273,문경,2020-06,22.8,34,175.9,67.4,,
273,문경,2020-07,21.9,30.5,595.7,103.7,,
273,문경,2020-08,25.7,33.2,454.4,80,,
273,문경,2020-09,19,28.2,118.4,31.9,,
273,문경,2020-10,12.8,24.4,1.7,1.2,,
273,문경,2020-11,7.5,19.6,38.4,28.6,,
273,문경,2020-12,-.5,10.7,3.2,3.2,,
273,문경,2021-01,-2.2,11.9,13.4,2.9,,
273,문경,2021-02,2.7,22.4,10.7,8.6,,
273,문경,2021-03,8.5,22.3,107.1,48,,
273,문경,2021-04,12.9,28,90.8,43.2,,
273,문경,2021-05,15.9,28.8,178.4,74.1,,
273,문경,2021-06,21.3,30.7,86.5,25.2,,
273,문경,2021-07,25.3,33.9,332.7,74.3,,
273,문경,2021-08,23.6,34.7,272.8,49.3,,
273,문경,2021-09,19.9,29,199.2,69,,
273,문경,2021-10,14,28.4,36.7,12.3,,
273,문경,2021-11,7.5,20.4,36.5,19.3,,
273,문경,2021-12,1.1,13.6,2.5,1,,
276,청송군,2020-01,.7,14.1,95.2,39,,
276,청송군,2020-02,1.7,17.5,54.1,43,,
276,청송군,2020-03,6.5,22.3,14.5,9.5,,
276,청송군,2020-04,9.5,25.4,39.5,18.5,,
276,청송군,2020-05,16.7,29.8,50.5,23.5,,
276,청송군,2020-06,21.9,36.4,117.1,31.5,,
276,청송군,2020-07,21.2,31.4,389.6,87,,
276,청송군,2020-08,25.7,34.9,249.2,67,,
276,청송군,2020-09,18.5,28.4,221.5,89.5,,
276,청송군,2020-10,11.6,24.8,4.5,4,,
276,청송군,2020-11,6.4,23,48.1,44.5,,
276,청송군,2020-12,-2.4,11.7,2,2,,
276,청송군,2021-01,-3.1,13.7,8.6,5.4,,
276,청송군,2021-02,1.4,22.7,13,9.9,,
276,청송군,2021-03,6.9,22.7,96.5,54.7,,
276,청송군,2021-04,11.1,28.3,74.2,25,,
276,청송군,2021-05,15.1,29.5,125.4,30.7,,
276,청송군,2021-06,20.5,31.4,70.1,21.8,,
276,청송군,2021-07,24.8,36.4,155.6,29.9,,
276,청송군,2021-08,23.8,35.3,195.4,45,,
276,청송군,2021-09,19.7,30,142.7,41.7,,
276,청송군,2021-10,13.1,30.8,59.9,28.6,,
276,청송군,2021-11,5.5,19.8,39,19.9,,
276,청송군,2021-12,-.3,13.6,7.3,6.6,,
277,영덕,2020-01,4.2,13.9,118.4,55.5,,
277,영덕,2020-02,4.7,16.5,51.6,33.3,,
277,영덕,2020-03,8.4,23.2,14.3,10.9,,
277,영덕,2020-04,11.5,27,40,27.4,,
277,영덕,2020-05,17.2,30.9,56.1,33.6,,
277,영덕,2020-06,22.1,35.1,165.6,68.8,,
277,영덕,2020-07,21,31.3,507.5,124.2,,
277,영덕,2020-08,26.2,35.4,123.3,47.3,,
277,영덕,2020-09,19.6,28.8,205.7,77.1,,
277,영덕,2020-10,14.5,25.5,1.5,1.3,,
277,영덕,2020-11,10.1,23.2,24.6,22.6,,
277,영덕,2020-12,2.6,13.7,.2,.2,,
277,영덕,2021-01,.6,16.1,8.1,4.8,,
277,영덕,2021-02,4.9,23.9,8.4,5.7,,
277,영덕,2021-03,9.2,19.6,73.9,35.8,,
277,영덕,2021-04,12.2,26.2,68.6,27.6,,
277,영덕,2021-05,16.2,28.4,130.7,50.3,,
277,영덕,2021-06,20.4,30.8,58.6,20.8,,
277,영덕,2021-07,24.7,34.6,139.2,38.7,,
277,영덕,2021-08,23.8,34,456.7,110,,
277,영덕,2021-09,20.6,28.7,159.5,45.2,,
277,영덕,2021-10,15.4,29.5,148.1,46.5,,
277,영덕,2021-11,9.9,20.2,35.2,20.4,,
277,영덕,2021-12,3.7,16.4,0,0,,
278,의성,2020-01,1.2,13,58.9,31.5,,
278,의성,2020-02,2.1,17.2,54.8,38.7,,
278,의성,2020-03,7.2,23.2,17.1,8,,
278,의성,2020-04,10.3,26.8,35.2,16.7,,
278,의성,2020-05,17.7,31.7,54.9,22.2,,
278,의성,2020-06,23.1,35.9,144.3,43.2,,
278,의성,2020-07,22.5,31.8,373.8,71.5,,
278,의성,2020-08,26.8,35.1,222.3,67.8,,
278,의성,2020-09,19.5,29,116.5,37.6,,
278,의성,2020-10,12.3,25.7,4.6,4,,
278,의성,2020-11,6.5,23.2,45.1,38.9,,
278,의성,2020-12,-2.2,12.1,1.4,1.2,,
278,의성,2021-01,-2.9,14,8.6,5.1,,
278,의성,2021-02,1.9,24.1,14.6,10.2,,
278,의성,2021-03,8,23.8,100.4,53.7,,
278,의성,2021-04,12.7,29.6,72.4,26.1,,
278,의성,2021-05,16.2,30.7,121.2,35.8,,
278,의성,2021-06,21.7,32.4,62.6,24.8,,
278,의성,2021-07,25.8,36.5,134.5,27.8,,
278,의성,2021-08,24.5,37,220.9,42.1,,
278,의성,2021-09,20.5,30,125.9,48.2,,
278,의성,2021-10,13.8,30.2,54.2,29.4,,
278,의성,2021-11,6.2,20.8,46.3,28.6,,
278,의성,2021-12,.1,13.8,.1,.1,,
279,구미,2020-01,3.3,14.4,61,27.2,,
279,구미,2020-02,4.3,17.5,56.5,39.5,,
279,구미,2020-03,9.1,23.7,19.9,9.1,,
279,구미,2020-04,12.4,27.6,36.4,23.4,,
279,구미,2020-05,19.1,30.9,67.4,24.1,,
279,구미,2020-06,24.1,35.1,198.1,78.7,,
279,구미,2020-07,23,32.1,434,85.6,,
279,구미,2020-08,27.3,34.9,401,107.6,,
279,구미,2020-09,20.3,29.7,152.5,50,,
279,구미,2020-10,14.3,26.3,6,5.4,,
279,구미,2020-11,8.7,23,34.2,29.2,,
279,구미,2020-12,.9,12.6,2.5,2.3,,
279,구미,2021-01,-.4,15.1,9.8,5.6,,
279,구미,2021-02,3.9,24,14.7,10,,
279,구미,2021-03,9.8,23.6,89.7,41.7,,
279,구미,2021-04,14.5,28.7,46.9,19.6,,
279,구미,2021-05,17.7,30.1,121.3,21.9,,
279,구미,2021-06,23.2,32.9,44.2,20.6,,
279,구미,2021-07,26.5,35.4,259.7,80,,
279,구미,2021-08,24.9,35.6,290,58.3,,
279,구미,2021-09,21.2,29.8,115.9,39.9,,
279,구미,2021-10,15.2,29.8,50,21.9,,
279,구미,2021-11,8.5,20.7,55.7,37.6,,
279,구미,2021-12,2.3,14.8,.1,.1,,
281,영천,2020-01,3.3,15.1,101.3,48,,
281,영천,2020-02,4.2,17.4,55.4,42.5,,
281,영천,2020-03,8.2,23.1,21.1,10.5,,
281,영천,2020-04,11.3,26.6,36.5,18.2,,
281,영천,2020-05,18,29,46.4,21.3,,
281,영천,2020-06,23,35.3,142,39.2,,
281,영천,2020-07,22,31.3,338.5,74.9,,
281,영천,2020-08,27,35.6,246.9,110.6,,
281,영천,2020-09,19.8,29.3,201.6,79.9,,
281,영천,2020-10,13.8,25.5,11.1,10,,
281,영천,2020-11,8.3,24.1,32.8,28.9,,
281,영천,2020-12,.6,12.6,.9,.9,,
281,영천,2021-01,-.5,15.7,11.9,10.1,,
281,영천,2021-02,4.1,23.6,15.5,10.1,,
281,영천,2021-03,8.9,22.8,99.7,41.1,,
281,영천,2021-04,13,27.7,66.5,31.6,,
281,영천,2021-05,16.8,30.3,93.7,25.3,,
281,영천,2021-06,21.7,32.6,28.7,13.1,,
281,영천,2021-07,25.4,36.4,271.4,50.4,,
281,영천,2021-08,24.5,35.1,272,95.6,,
281,영천,2021-09,20.8,30.1,120.4,67.4,,
281,영천,2021-10,14.8,30.5,63.7,22.8,,
281,영천,2021-11,7.9,20.2,50.6,30.2,,
281,영천,2021-12,1.9,14.7,.1,.1,,
283,경주시,2020-01,3.9,16.8,161.6,71.5,,
283,경주시,2020-02,4.6,19.3,43.1,34,,
283,경주시,2020-03,8.7,24.4,24.5,15,,
283,경주시,2020-04,11.8,27,53.4,30.5,,
283,경주시,2020-05,18.5,30.3,39.9,18,,
283,경주시,2020-06,23.5,35.6,186,51.5,,
283,경주시,2020-07,22.4,32.9,381.5,84.5,,
283,경주시,2020-08,27.6,36.9,137.8,80.5,,
283,경주시,2020-09,20.2,30.9,314.5,118,,
283,경주시,2020-10,14.7,27.1,7.9,6,,
283,경주시,2020-11,9.2,24.2,19.6,15.9,,
283,경주시,2020-12,1.5,14.4,1.8,.7,,
283,경주시,2021-01,0,16.6,19.3,12.5,,
283,경주시,2021-02,4.7,24.2,20.2,8.9,,
283,경주시,2021-03,9.2,23,89.9,36.7,,
283,경주시,2021-04,13.1,27.9,45.2,19.4,,
283,경주시,2021-05,17.4,30.7,93.6,37,,
283,경주시,2021-06,22.3,32.9,30.1,9.8,,
283,경주시,2021-07,26.1,36.6,175.2,34.3,,
283,경주시,2021-08,25,36.1,359,89.3,,
283,경주시,2021-09,21.4,31.9,143.5,58.8,,
283,경주시,2021-10,15.7,31.5,93.4,50.6,,
283,경주시,2021-11,8.7,20.9,40.4,22.8,,
283,경주시,2021-12,2.6,16.4,2.3,2.3,,
284,거창,2020-01,1.9,14.9,85.5,34.8,,
284,거창,2020-02,3.2,20,47.8,25.1,,
284,거창,2020-03,7.7,23.4,28.3,9.1,,
284,거창,2020-04,10.3,26.5,48.3,27.6,,
284,거창,2020-05,17.6,29.6,75.7,21.7,,
284,거창,2020-06,22.5,33.7,181.4,40.1,,
284,거창,2020-07,22.1,31.6,591.6,115.8,,
284,거창,2020-08,26.1,36.2,467,171.9,,
284,거창,2020-09,18.8,28.9,160.7,56,,
284,거창,2020-10,12.6,26.2,11.9,10,,
284,거창,2020-11,7.3,22,24.9,18.6,,
284,거창,2020-12,-.3,12,3.6,3.6,,
284,거창,2021-01,-1,14.6,12.5,6.8,,
284,거창,2021-02,3.2,22.8,26.3,12.5,,
284,거창,2021-03,8.7,23.1,82.5,27.5,,
284,거창,2021-04,12.8,27.4,49.2,20.8,,
284,거창,2021-05,16.4,29.8,102.5,33.7,,
284,거창,2021-06,21.5,32,82.1,28.3,,
284,거창,2021-07,25.1,35,211.3,95.7,,
284,거창,2021-08,24.2,35.4,328.4,72.3,,
284,거창,2021-09,20.3,30,91.9,20.6,,
284,거창,2021-10,14,30.1,54.6,26.7,,
284,거창,2021-11,7,20.2,38.9,22.8,,
284,거창,2021-12,1.6,15,0,0,,
285,합천,2020-01,2.6,17.1,78.1,26.8,,
285,합천,2020-02,4.3,19.1,37.4,19.1,,
285,합천,2020-03,8.8,23.3,29.7,8.2,,
285,합천,2020-04,11.8,25.7,44.6,24.9,,
285,합천,2020-05,18.6,28.8,84.3,39,,
285,합천,2020-06,23.5,35.1,186.8,52,,
285,합천,2020-07,22.7,31.6,573.2,106.9,,
285,합천,2020-08,27,35.6,466.2,186.3,,
285,합천,2020-09,20.1,29.6,193.7,68.4,,
285,합천,2020-10,13.8,25.8,16.3,15.1,,
285,합천,2020-11,8.4,23.5,17.8,13.3,,
285,합천,2020-12,.7,12.9,5.4,3,,
285,합천,2021-01,.1,17.7,16.9,12,,
285,합천,2021-02,4.3,24.2,19.9,11,,
285,합천,2021-03,9.7,24.3,113.1,38,,
285,합천,2021-04,14,28.7,53.9,22.6,,
285,합천,2021-05,17.7,29.9,117,33.4,,
285,합천,2021-06,22.5,32.4,71.2,20.2,,
285,합천,2021-07,25.9,35.7,227.1,56.4,,
285,합천,2021-08,25,36.6,322,78.2,,
285,합천,2021-09,21.3,30.2,122.4,47.6,,
285,합천,2021-10,15.4,30.9,38.2,19.8,,
285,합천,2021-11,8.1,21.8,43.5,29.7,,
285,합천,2021-12,2.4,15.6,1.2,1.2,,
288,밀양,2020-01,3.6,18.1,78.2,34.1,,
288,밀양,2020-02,4.8,19.8,61.6,40.9,,
288,밀양,2020-03,9.1,22.9,36.1,12.9,,
288,밀양,2020-04,11.9,25.9,44.4,21.7,,
288,밀양,2020-05,18.9,29.1,50.3,25.5,,
288,밀양,2020-06,23.9,35.1,204.7,69.5,,
288,밀양,2020-07,23.1,31.8,403.6,75.4,,
288,밀양,2020-08,27.8,36.2,197.2,92.7,,
288,밀양,2020-09,21,30.7,236,78.1,,
288,밀양,2020-10,14.6,26.6,13.6,10.4,,
288,밀양,2020-11,9.3,23.9,68,62.7,,
288,밀양,2020-12,1.2,12.7,5.1,3.4,,
288,밀양,2021-01,.4,16.3,16.6,14.3,,
288,밀양,2021-02,4.3,23.7,23.1,14.7,,
288,밀양,2021-03,10.1,24.8,134.3,46.6,,
288,밀양,2021-04,14,28.4,66.7,28.2,,
288,밀양,2021-05,18.2,30.6,107.9,28.5,,
288,밀양,2021-06,23.2,33.3,68.9,24.3,,
288,밀양,2021-07,26.7,35.9,308.2,87.9,,
288,밀양,2021-08,26.2,37.8,302.3,121.6,,
288,밀양,2021-09,22.7,31.4,60.9,19.1,,
288,밀양,2021-10,16.5,30.8,61.2,40.7,,
288,밀양,2021-11,8.8,22.4,49.4,29,,
288,밀양,2021-12,2.8,15.4,3,3,,
289,산청,2020-01,2.9,16.9,89.1,35.4,,
289,산청,2020-02,4.1,19.7,37.4,15.6,,
289,산청,2020-03,8.1,22.8,29.2,9,,
289,산청,2020-04,11,25.1,63.6,33.3,,
289,산청,2020-05,18.2,28.6,71.7,26.9,,
289,산청,2020-06,23.2,33.3,194.8,71.7,,
289,산청,2020-07,22.5,32.2,658.1,114.2,,
289,산청,2020-08,26.7,36.2,712,197.9,,
289,산청,2020-09,19.5,29.6,228.5,78.5,,
289,산청,2020-10,13.6,25.7,15.9,14.7,,
289,산청,2020-11,8.4,23.3,31.4,25.3,,
289,산청,2020-12,1.2,13.5,5.1,3.5,,
289,산청,2021-01,-.2,16.7,18.9,10.9,,
289,산청,2021-02,3.7,24.4,26.5,14.1,,
289,산청,2021-03,9.5,22.9,122.4,42.7,,
289,산청,2021-04,13.8,26.8,50.5,28.1,,
289,산청,2021-05,17.2,29.9,123.4,35.1,,
289,산청,2021-06,22.1,31.5,86.8,23.3,,
289,산청,2021-07,25.8,34.4,205.3,60,,
289,산청,2021-08,25.1,36.3,264.3,60.4,,
289,산청,2021-09,21,30.3,146.1,37.5,,
289,산청,2021-10,14.9,29.8,46.6,19.9,,
289,산청,2021-11,7.8,21,50.3,27.1,,
289,산청,2021-12,2.1,14.8,1.7,1.7,,
294,거제,2020-01,5.6,19.3,147.6,63.9,,
294,거제,2020-02,6.5,17.5,77.8,42.5,,
294,거제,2020-03,10.1,20.6,72.1,37,,
294,거제,2020-04,12.4,22.4,92.1,41.7,,
294,거제,2020-05,17.8,26.5,115.9,63.7,,
294,거제,2020-06,22.5,32.2,383.1,86.6,,
294,거제,2020-07,22.3,29.9,673.4,165.7,,
294,거제,2020-08,27.1,34.5,427.8,199.3,,
294,거제,2020-09,21.4,29.4,400.9,173.1,,
294,거제,2020-10,16.2,25.6,31.9,17.8,,
294,거제,2020-11,11.3,23.1,48.5,42.4,,
294,거제,2020-12,3.6,12.8,10.7,5.1,,
294,거제,2021-01,2.9,15.6,22.8,16.8,,
294,거제,2021-02,6.6,19.2,81.4,50.5,,
294,거제,2021-03,10.8,22.3,181.7,42.8,,
294,거제,2021-04,14.3,25.2,138.2,64.4,,
294,거제,2021-05,17.8,27.5,197.3,64.5,,
294,거제,2021-06,21.7,29.4,266.1,122.3,,
294,거제,2021-07,26.1,32.2,494.8,139.4,,
294,거제,2021-08,25.8,34,503.3,149.3,,
294,거제,2021-09,22.3,29.3,220,68.1,,
294,거제,2021-10,17.4,28.9,11.8,8.1,,
294,거제,2021-11,10.9,20.9,105.5,80.6,,
294,거제,2021-12,5.3,16.4,5,3.9,,
295,남해,2020-01,4.9,18.6,154.1,59,,
295,남해,2020-02,6,18.4,88.5,54,,
295,남해,2020-03,9.8,21.2,70,41.5,,
295,남해,2020-04,12.5,23.4,93.8,39,,
295,남해,2020-05,18.2,27.7,184.1,81.4,,
295,남해,2020-06,22.7,31.5,364.6,91.9,,
295,남해,2020-07,22.6,31.6,687,146.4,,
295,남해,2020-08,27.2,34.6,196,51.4,,
295,남해,2020-09,21.1,29.7,313.2,125.4,,
295,남해,2020-10,15.9,25.7,28.9,25.3,,
295,남해,2020-11,11,23.2,62.8,59.6,,
295,남해,2020-12,3.3,12.3,15,7.8,,
295,남해,2021-01,2.3,15.6,21.2,12.3,,
295,남해,2021-02,6.1,22.1,50.4,28.1,,
295,남해,2021-03,10.6,22,234.4,80.6,,
295,남해,2021-04,14.3,25,119.7,57.8,,
295,남해,2021-05,18.3,28.3,170.6,70,,
295,남해,2021-06,22.1,29.7,140.3,56.6,,
295,남해,2021-07,26.1,33,507.5,269,,
295,남해,2021-08,26.1,35.5,473.2,185.7,,
295,남해,2021-09,22.2,30.1,164.6,56.2,,
295,남해,2021-10,17.2,28.9,43.6,18.2,,
295,남해,2021-11,10.7,21.7,53.5,31.3,,
295,남해,2021-12,4.9,14.9,2.4,2.4,,
